id,rank
6119,989
8719,990
8835,991
5634,992
8896,993
8383,994
1040,995
5560,996
3255,997
3708,998
4750,999
8214,1000
2771,1001
5060,1002
10308,1003
10318,1004
4151,1005
10266,1006
2652,1007
6309,1008
8314,1009
3401,1010
2043,1011
1892,1012
10282,1013
5306,1014
5515,1015
3583,1016
1220,1017
8386,1018
10452,1019
3592,1020
5805,1021
9565,1022
1300,1023
829,1024
9456,1025
10381,1026
5833,1027
9242,1028
7121,1029
4705,1030
7779,1031
900,1032
10290,1033
14,1034
4651,1035
7605,1036
5256,1037
296,1038
844,1039
10283,1040
8557,1041
3773,1042
2161,1043
7696,1044
8315,1045
2084,1046
6167,1047
8977,1048
5369,1049
4172,1050
5339,1051
6336,1052
1295,1053
1652,1054
3581,1055
10411,1056
7596,1057
9686,1058
3241,1059
1048,1060
8176,1061
8195,1062
9742,1063
8186,1064
2370,1065
4953,1066
8916,1067
7490,1068
1279,1069
2800,1070
6898,1071
6786,1072
382,1073
4538,1074
6588,1075
9647,1076
6125,1077
8491,1078
6587,1079
7589,1080
10267,1081
603,1082
268,1083
7619,1084
3539,1085
3825,1086
10271,1087
6051,1088
8446,1089
5403,1090
282,1091
9807,1092
4791,1093
7040,1094
4344,1095
4080,1096
3365,1097
1345,1098
5451,1099
1445,1100
7065,1101
8782,1102
600,1103
1468,1104
6934,1105
3295,1106
7618,1107
6959,1108
3129,1109
1913,1110
8252,1111
1915,1112
85,1113
7291,1114
10394,1115
7731,1116
3543,1117
7001,1118
7224,1119
1283,1120
4836,1121
5682,1122
9358,1123
2513,1124
5213,1125
8612,1126
7997,1127
7866,1128
5224,1129
2466,1130
1777,1131
5652,1132
7704,1133
10333,1134
10347,1135
10064,1136
5263,1137
1645,1138
4264,1139
7855,1140
2653,1141
4870,1142
241,1143
10541,1144
9688,1145
1224,1146
9726,1147
10073,1148
3933,1149
7006,1150
8747,1151
3810,1152
6039,1153
8469,1154
7079,1155
1109,1156
1585,1157
5368,1158
4039,1159
3712,1160
2645,1161
8784,1162
10252,1163
6379,1164
1017,1165
86,1166
8323,1167
7393,1168
10511,1169
2789,1170
822,1171
10261,1172
2801,1173
3609,1174
9169,1175
9566,1176
9260,1177
6858,1178
10109,1179
8988,1180
3502,1181
3673,1182
10315,1183
10539,1184
10495,1185
9674,1186
588,1187
1943,1188
5910,1189
7230,1190
2741,1191
9235,1192
9945,1193
10036,1194
2039,1195
3913,1196
463,1197
10547,1198
1603,1199
1635,1200
356,1201
913,1202
3968,1203
8105,1204
8618,1205
1263,1206
4829,1207
4450,1208
5938,1209
8998,1210
4111,1211
8028,1212
1154,1213
964,1214
9396,1215
7481,1216
2827,1217
797,1218
7207,1219
1027,1220
4890,1221
7245,1222
9581,1223
4656,1224
9209,1225
6687,1226
3429,1227
10444,1228
7204,1229
3602,1230
67,1231
4245,1232
5616,1233
6880,1234
2087,1235
8855,1236
4069,1237
5223,1238
9861,1239
3667,1240
9643,1241
5409,1242
5625,1243
8529,1244
7130,1245
4121,1246
7067,1247
10273,1248
3360,1249
5648,1250
9271,1251
4255,1252
10164,1253
3392,1254
4597,1255
3858,1256
7495,1257
5138,1258
1938,1259
1191,1260
399,1261
3644,1262
10366,1263
3795,1264
4927,1265
881,1266
5838,1267
8811,1268
7521,1269
6663,1270
6189,1271
1611,1272
9567,1273
6656,1274
2237,1275
4485,1276
9074,1277
1130,1278
6703,1279
7169,1280
318,1281
7255,1282
5259,1283
6172,1284
5970,1285
7029,1286
4302,1287
9122,1288
2016,1289
1572,1290
6943,1291
5912,1292
939,1293
2142,1294
9603,1295
7847,1296
2006,1297
1361,1298
3272,1299
5708,1300
10113,1301
1668,1302
1156,1303
9155,1304
3082,1305
9608,1306
4945,1307
2009,1308
7249,1309
8813,1310
5459,1311
2679,1312
886,1313
593,1314
6423,1315
7910,1316
7433,1317
4700,1318
5936,1319
1481,1320
6965,1321
665,1322
10144,1323
7375,1324
5603,1325
10353,1326
1232,1327
3280,1328
4730,1329
6187,1330
9578,1331
5583,1332
5916,1333
10272,1334
2337,1335
4185,1336
10293,1337
9328,1338
9778,1339
3528,1340
5390,1341
927,1342
10097,1343
1091,1344
5208,1345
4695,1346
2139,1347
9930,1348
5753,1349
9756,1350
208,1351
8225,1352
3474,1353
2785,1354
7194,1355
7425,1356
1226,1357
4909,1358
1269,1359
3389,1360
4864,1361
8885,1362
3969,1363
1810,1364
2393,1365
2715,1366
5340,1367
1182,1368
6506,1369
1404,1370
3547,1371
661,1372
7260,1373
5611,1374
5372,1375
1095,1376
3525,1377
5519,1378
6363,1379
9276,1380
2110,1381
4051,1382
7410,1383
87,1384
5298,1385
6280,1386
1094,1387
4475,1388
9600,1389
7396,1390
4749,1391
5239,1392
3371,1393
8508,1394
4798,1395
342,1396
4500,1397
748,1398
6116,1399
2633,1400
9261,1401
3638,1402
1016,1403
270,1404
2321,1405
4090,1406
5978,1407
2220,1408
1923,1409
3545,1410
1119,1411
10244,1412
1755,1413
10218,1414
378,1415
7632,1416
9212,1417
6554,1418
9450,1419
10434,1420
10133,1421
5555,1422
1002,1423
7197,1424
7432,1425
3327,1426
9664,1427
376,1428
10438,1429
7444,1430
7651,1431
10032,1432
2799,1433
433,1434
4530,1435
7513,1436
1396,1437
9350,1438
1007,1439
3610,1440
4346,1441
8704,1442
2293,1443
7885,1444
103,1445
298,1446
9579,1447
6577,1448
5428,1449
8954,1450
5573,1451
486,1452
4510,1453
1389,1454
3596,1455
4034,1456
1575,1457
6166,1458
9557,1459
7950,1460
7772,1461
1503,1462
3373,1463
6342,1464
3111,1465
573,1466
7388,1467
7742,1468
2050,1469
7703,1470
590,1471
6625,1472
10033,1473
6285,1474
1930,1475
5826,1476
6444,1477
1756,1478
8212,1479
6555,1480
782,1481
327,1482
8800,1483
1414,1484
330,1485
6527,1486
10186,1487
9536,1488
2108,1489
3473,1490
5437,1491
4725,1492
9968,1493
112,1494
8196,1495
2148,1496
7958,1497
3362,1498
2440,1499
1739,1500
439,1501
888,1502
1617,1503
6536,1504
2654,1505
656,1506
10257,1507
10125,1508
3155,1509
1350,1510
1349,1511
4802,1512
2324,1513
9103,1514
9676,1515
4461,1516
1922,1517
80,1518
4187,1519
4012,1520
6717,1521
2883,1522
4283,1523
7662,1524
1910,1525
5962,1526
10527,1527
10581,1528
5079,1529
524,1530
9019,1531
5549,1532
7277,1533
9779,1534
8868,1535
7192,1536
9745,1537
2500,1538
3540,1539
3805,1540
8326,1541
99,1542
1176,1543
2688,1544
2742,1545
9361,1546
5849,1547
789,1548
1401,1549
7174,1550
7837,1551
5967,1552
726,1553
3215,1554
5134,1555
10545,1556
9446,1557
4077,1558
7423,1559
514,1560
10042,1561
9658,1562
4554,1563
1558,1564
15,1565
3468,1566
5030,1567
8553,1568
7912,1569
709,1570
10041,1571
3942,1572
5022,1573
9485,1574
1698,1575
9625,1576
8750,1577
1865,1578
5840,1579
776,1580
6435,1581
6364,1582
10262,1583
9615,1584
5230,1585
519,1586
7178,1587
3256,1588
2509,1589
4587,1590
3611,1591
7995,1592
530,1593
8307,1594
6576,1595
3321,1596
427,1597
5521,1598
617,1599
3441,1600
6883,1601
3966,1602
8607,1603
2566,1604
6839,1605
765,1606
4666,1607
2153,1608
3359,1609
7803,1610
2661,1611
908,1612
7253,1613
8532,1614
1246,1615
7309,1616
1693,1617
3816,1618
7603,1619
6114,1620
5561,1621
6299,1622
10316,1623
10309,1624
5458,1625
297,1626
4521,1627
271,1628
8543,1629
4608,1630
10544,1631
5996,1632
2320,1633
10130,1634
3659,1635
4481,1636
5829,1637
2917,1638
7496,1639
348,1640
8597,1641
8664,1642
960,1643
2794,1644
3696,1645
7663,1646
3975,1647
4837,1648
5249,1649
5125,1650
8280,1651
6078,1652
3587,1653
3281,1654
5958,1655
8741,1656
7319,1657
1081,1658
7411,1659
9598,1660
9434,1661
4219,1662
1996,1663
1320,1664
4549,1665
10387,1666
9386,1667
8357,1668
464,1669
6301,1670
4488,1671
1727,1672
792,1673
8202,1674
7733,1675
4446,1676
10447,1677
7721,1678
8218,1679
6546,1680
7073,1681
7163,1682
7510,1683
4998,1684
1418,1685
2377,1686
7981,1687
3569,1688
3672,1689
1190,1690
4178,1691
2486,1692
2524,1693
4265,1694
406,1695
3906,1696
5040,1697
83,1698
290,1699
10359,1700
3356,1701
3676,1702
3699,1703
10312,1704
8494,1705
5071,1706
2907,1707
2775,1708
6440,1709
5210,1710
3608,1711
1151,1712
3097,1713
2790,1714
5227,1715
6421,1716
5807,1717
4792,1718
3598,1719
873,1720
3886,1721
6123,1722
6840,1723
1029,1724
4221,1725
7658,1726
4134,1727
4973,1728
6052,1729
9987,1730
8702,1731
3981,1732
10573,1733
10337,1734
4145,1735
6567,1736
1004,1737
1369,1738
7864,1739
480,1740
4952,1741
1893,1742
7366,1743
5709,1744
2750,1745
2117,1746
64,1747
3876,1748
5706,1749
10386,1750
2760,1751
2575,1752
5450,1753
6240,1754
4728,1755
4230,1756
2578,1757
4296,1758
1067,1759
7376,1760
8899,1761
9174,1762
4647,1763
9159,1764
8908,1765
1437,1766
3269,1767
7538,1768
9533,1769
5006,1770
353,1771
6616,1772
4838,1773
575,1774
648,1775
5873,1776
10214,1777
9111,1778
3901,1779
4456,1780
10510,1781
5908,1782
9192,1783
3748,1784
2540,1785
7091,1786
7344,1787
7038,1788
8907,1789
9206,1790
1743,1791
1724,1792
149,1793
10188,1794
8429,1795
314,1796
4242,1797
4546,1798
9267,1799
7839,1800
1921,1801
5194,1802
9993,1803
3735,1804
9160,1805
2757,1806
8924,1807
9102,1808
10399,1809
4774,1810
117,1811
6496,1812
9719,1813
9245,1814
8299,1815
5529,1816
7896,1817
78,1818
4820,1819
5331,1820
8492,1821
5932,1822
6779,1823
1287,1824
461,1825
6302,1826
1986,1827
8356,1828
4780,1829
1276,1830
7248,1831
4726,1832
9701,1833
531,1834
974,1835
7567,1836
1627,1837
7730,1838
4797,1839
18,1840
1078,1841
8973,1842
4177,1843
2902,1844
1035,1845
5945,1846
7357,1847
7761,1848
2891,1849
7888,1850
5947,1851
7046,1852
1261,1853
4689,1854
315,1855
3339,1856
7569,1857
6693,1858
9951,1859
4793,1860
3026,1861
9448,1862
9713,1863
8224,1864
8328,1865
6104,1866
354,1867
10100,1868
4826,1869
206,1870
10085,1871
352,1872
379,1873
3789,1874
6757,1875
3372,1876
5300,1877
7378,1878
8270,1879
5364,1880
1728,1881
10522,1882
4376,1883
9045,1884
5475,1885
4477,1886
6041,1887
4480,1888
2123,1889
10367,1890
3860,1891
7475,1892
535,1893
10395,1894
2146,1895
7435,1896
7407,1897
1252,1898
9897,1899
9814,1900
383,1901
3567,1902
9636,1903
8892,1904
8276,1905
8937,1906
9501,1907
1798,1908
1952,1909
2672,1910
5992,1911
3553,1912
2397,1913
3760,1914
300,1915
1070,1916
9002,1917
5842,1918
2600,1919
7639,1920
9405,1921
8645,1922
4772,1923
6186,1924
3531,1925
1565,1926
689,1927
5316,1928
4594,1929
965,1930
3500,1931
6832,1932
3112,1933
2520,1934
1529,1935
6369,1936
3704,1937
9582,1938
3041,1939
3682,1940
959,1941
8074,1942
1623,1943
3172,1944
564,1945
7075,1946
9929,1947
8981,1948
1970,1949
7368,1950
4559,1951
4359,1952
1587,1953
9689,1954
7823,1955
3326,1956
7750,1957
2752,1958
8447,1959
1001,1960
2467,1961
8336,1962
2876,1963
9670,1964
10249,1965
7300,1966
5137,1967
6967,1968
2372,1969
6993,1970
6747,1971
5496,1972
3580,1973
3351,1974
1916,1975
582,1976
3881,1977
1775,1978
9148,1979
853,1980
45,1981
2127,1982
2491,1983
426,1984
2041,1985
872,1986
3679,1987
4655,1988
8343,1989
142,1990
8946,1991
841,1992
1102,1993
2860,1994
2585,1995
6899,1996
9789,1997
9633,1998
9134,1999
6434,2000
708,2001
898,2002
201,2003
9616,2004
8012,2005
3460,2006
10129,2007
5701,2008
5598,2009
5623,2010
8116,2011
7931,2012
286,2013
780,2014
8871,2015
812,2016
2724,2017
4537,2018
9666,2019
1032,2020
7512,2021
2010,2022
662,2023
2410,2024
7972,2025
8863,2026
7287,2027
4844,2028
567,2029
4669,2030
6797,2031
7240,2032
7292,2033
9990,2034
9912,2035
1557,2036
4295,2037
4275,2038
1772,2039
481,2040
9200,2041
5241,2042
924,2043
9757,2044
8317,2045
7686,2046
6154,2047
6755,2048
4932,2049
3928,2050
9765,2051
7976,2052
9542,2053
2840,2054
7477,2055
1792,2056
7236,2057
2262,2058
1519,2059
6928,2060
9631,2061
1329,2062
3927,2063
7392,2064
6598,2065
4494,2066
4954,2067
4317,2068
8145,2069
2433,2070
1291,2071
8477,2072
8805,2073
7798,2074
6360,2075
2215,2076
3752,2077
287,2078
10126,2079
4464,2080
5178,2081
9281,2082
1749,2083
5509,2084
3231,2085
1776,2086
4441,2087
1517,2088
541,2089
8362,2090
8462,2091
8316,2092
5731,2093
10056,2094
3465,2095
1505,2096
9673,2097
4167,2098
6286,2099
9808,2100
9580,2101
2376,2102
416,2103
4046,2104
8910,2105
5376,2106
5839,2107
8247,2108
7442,2109
3065,2110
9630,2111
4757,2112
3044,2113
10513,2114
5281,2115
9151,2116
5923,2117
1386,2118
2754,2119
3603,2120
3605,2121
8198,2122
4291,2123
1340,2124
9722,2125
9279,2126
836,2127
5534,2128
7598,2129
9201,2130
7793,2131
8528,2132
6007,2133
2767,2134
4550,2135
9293,2136
6507,2137
1621,2138
7648,2139
419,2140
1113,2141
1209,2142
9459,2143
2784,2144
10268,2145
4630,2146
3896,2147
1255,2148
3069,2149
7763,2150
8919,2151
3874,2152
3449,2153
3664,2154
820,2155
368,2156
6968,2157
5641,2158
2398,2159
6212,2160
6400,2161
7640,2162
6955,2163
9926,2164
4889,2165
9266,2166
9190,2167
7031,2168
6193,2169
10537,2170
7385,2171
3490,2172
4147,2173
10098,2174
2197,2175
1347,2176
1131,2177
1208,2178
9088,2179
1461,2180
6931,2181
10206,2182
7153,2183
3411,2184
8825,2185
8944,2186
1726,2187
458,2188
9288,2189
1406,2190
10463,2191
1245,2192
6848,2193
7884,2194
4907,2195
795,2196
644,2197
7980,2198
3374,2199
5554,2200
2551,2201
289,2202
5934,2203
5546,2204
449,2205
9628,2206
7758,2207
5054,2208
5892,2209
1885,2210
3173,2211
2527,2212
134,2213
7642,2214
9489,2215
5131,2216
6792,2217
9034,2218
6207,2219
1311,2220
471,2221
2,2222
7925,2223
6782,2224
9191,2225
66,2226
6014,2227
2657,2228
9161,2229
7555,2230
7901,2231
101,2232
5345,2233
1178,2234
9869,2235
392,2236
1650,2237
8468,2238
401,2239
6015,2240
1589,2241
4672,2242
3753,2243
8964,2244
9817,2245
4325,2246
9640,2247
4581,2248
7680,2249
4208,2250
1318,2251
7066,2252
4301,2253
7882,2254
10295,2255
235,2256
7964,2257
4009,2258
10203,2259
1145,2260
7461,2261
1628,2262
9506,2263
5639,2264
436,2265
9327,2266
8493,2267
9400,2268
5713,2269
7504,2270
8162,2271
3557,2272
1880,2273
5232,2274
525,2275
9205,2276
10507,2277
6151,2278
7409,2279
8579,2280
1376,2281
9144,2282
3640,2283
7921,2284
7674,2285
5959,2286
1319,2287
5501,2288
5465,2289
121,2290
9605,2291
5933,2292
2544,2293
3788,2294
4607,2295
9127,2296
7422,2297
5423,2298
7668,2299
2115,2300
3363,2301
7127,2302
604,2303
3930,2304
6261,2305
4184,2306
8864,2307
3880,2308
4416,2309
9069,2310
4775,2311
7076,2312
2819,2313
1074,2314
2782,2315
2049,2316
4696,2317
5520,2318
1368,2319
2665,2320
2128,2321
6350,2322
7579,2323
7814,2324
2577,2325
7441,2326
5806,2327
9562,2328
805,2329
9312,2330
3293,2331
7271,2332
8568,2333
6293,2334
4866,2335
909,2336
5657,2337
2630,2338
5229,2339
1531,2340
5020,2341
8617,2342
7274,2343
1624,2344
7930,2345
880,2346
9469,2347
4204,2348
7886,2349
5794,2350
4714,2351
9614,2352
8821,2353
7835,2354
2498,2355
9923,2356
457,2357
6680,2358
3534,2359
9974,2360
2915,2361
4095,2362
10350,2363
5410,2364
9917,2365
8598,2366
4763,2367
2563,2368
301,2369
1173,2370
4156,2371
6846,2372
6528,2373
5130,2374
799,2375
3307,2376
1944,2377
1794,2378
8187,2379
1873,2380
775,2381
10009,2382
1612,2383
5495,2384
8269,2385
274,2386
10017,2387
5363,2388
6228,2389
2798,2390
7362,2391
2735,2392
6696,2393
7746,2394
252,2395
7687,2396
633,2397
5607,2398
8668,2399
442,2400
1995,2401
2507,2402
9464,2403
1099,2404
2063,2405
1212,2406
9162,2407
814,2408
4985,2409
6992,2410
4139,2411
7877,2412
9324,2413
5238,2414
3688,2415
6853,2416
6766,2417
3777,2418
9249,2419
4512,2420
9,2421
197,2422
1169,2423
5593,2424
6338,2425
6594,2426
6343,2427
6561,2428
8857,2429
9794,2430
9672,2431
1072,2432
7087,2433
6220,2434
6096,2435
4231,2436
731,2437
9769,2438
3343,2439
1063,2440
2673,2441
9409,2442
4168,2443
6657,2444
1791,2445
5237,2446
9843,2447
7416,2448
7655,2449
7584,2450
7373,2451
6050,2452
6773,2453
867,2454
5327,2455
4654,2456
2756,2457
3336,2458
2508,2459
8550,2460
9323,2461
2373,2462
3653,2463
7693,2464
3800,2465
2329,2466
4083,2467
7168,2468
3074,2469
2375,2470
216,2471
8489,2472
8517,2473
3193,2474
2589,2475
10524,2476
6362,2477
5581,2478
3496,2479
6908,2480
6325,2481
4371,2482
9665,2483
5127,2484
3071,2485
5362,2486
7770,2487
7903,2488
1570,2489
3040,2490
7599,2491
2622,2492
9858,2493
7612,2494
9301,2495
8228,2496
2069,2497
8563,2498
2885,2499
1184,2500
1740,2501
7712,2502
1988,2503
9182,2504
7144,2505
4195,2506
4351,2507
9793,2508
3711,2509
6246,2510
10259,2511
2732,2512
10478,2513
5029,2514
1152,2515
2274,2516
6043,2517
6520,2518
6322,2519
899,2520
8947,2521
3542,2522
1200,2523
6113,2524
7565,2525
6679,2526
8472,2527
3924,2528
1906,2529
5132,2530
6450,2531
7227,2532
3471,2533
3447,2534
